,Region,Census year,Mean rent per person,Cost of living proportion (Youth Allowance),Cost of living proportion (Newstart)
240,Frankston North,2011,81.0585657370518,0.8159665416914448,0.6748801332993705
241,Frankston North,2016,95.07454401268834,0.8652220732030997,0.731022586029713
738,Frankston North,2021,119.0190017268804,0.8873097340794577,0.7528481725184502
242,Frankston South,2011,97.22947368421052,0.8850287152859727,0.7320009667404115
243,Frankston South,2016,116.9509394572025,0.9493183902865916,0.8020752199071177
739,Frankston South,2021,146.40495213271214,0.9776372582176299,0.8294876016419107
244,Gisborne,2011,90.0884086444008,0.854530893206922,0.7067764346322882
245,Gisborne,2016,111.00171821305842,0.926448644792352,0.7827526656047888
740,Gisborne,2021,138.95742366036015,0.953072954336,0.8086457348436626
246,Gladstone Park - Westmeadows,2011,88.66777041942603,0.8484636789213155,0.7017582847736702
247,Gladstone Park - Westmeadows,2016,103.04191033138402,0.8958498869101967,0.756899900390997
741,Gladstone Park - Westmeadows,2021,128.99294370568157,0.9202069485814983,0.7807601933918636
248,Glen Iris - East,2011,165.79417879417878,1.177852567987097,0.9741934962705008
249,Glen Iris - East,2016,192.1194731890875,1.2382780986375823,1.046216094024124
742,Glen Iris - East,2021,240.50462874907663,1.2880077469171516,1.0928250206363124
250,Glen Waverley - East,2011,120.62057335581788,0.9849266425616822,0.8146258331183959
251,Glen Waverley - East,2016,131.10586552217455,1.003732160309741,0.8480491913416304
743,Glen Waverley - East,2021,164.124786471817,1.0360828750492834,0.8790764589861532
252,Glen Waverley - West,2011,120.12517882689556,0.9828109281524474,0.8128759407520153
253,Glen Waverley - West,2016,140.7826086956522,1.040931088456579,0.8794784133802728
744,Glen Waverley - West,2021,176.23861067612782,1.0760380977823039,0.9129769283057294
254,Glenroy,2011,105.15202876219826,0.9188640989203428,0.7599859723143704
255,Glenroy,2016,126.57026713124276,0.9862966041910652,0.8333179613863483
745,Glenroy,2021,158.44690078402752,1.0173554126491335,0.8631869276282133
256,Gowanbrae,2011,106.8074074074074,0.9259338347529678,0.7658333006266598
257,Gowanbrae,2016,129.35714285714286,0.997009794365014,0.8423694918871769
746,Gowanbrae,2021,161.93564922114075,1.0288624081703934,0.8729501706273967
258,Greensborough,2011,102.38729874776384,0.9070565823094762,0.7502200591584735
259,Greensborough,2016,121.23464163822526,0.9657856176147972,0.8159883128332367
747,Greensborough,2021,151.76750172550896,0.9953246424642016,0.8444946667007401
260,Greenvale - Bulla,2011,100.91954022988506,0.90078812825063,0.7450354653122043
261,Greenvale - Bulla,2016,108.050139275766,0.9151023094768715,0.7731661933670013
748,Greenvale - Bulla,2021,135.26249162273976,0.9408859001030385,0.7983054881910245
262,Hadfield,2011,99.95767195767196,0.8966802133575569,0.741637838070194
263,Hadfield,2016,111.98419864559818,0.9302254546508474,0.7859436767858592
749,Hadfield,2021,140.18734110578563,0.957129610982686,0.8120876519394564
264,Hallam,2011,91.59476117103236,0.86096417326941,0.7120973548959108
265,Hallam,2016,100.24338624338624,0.8850919185937541,0.7478105370209693
750,Hallam,2021,125.48961327458665,0.9086518570331206,0.7709561427640356
266,Hampton,2011,135.55172413793105,1.048694102660393,0.8673674466193254
267,Hampton,2016,164.84461152882204,1.1334292253207836,0.9576297103797526
751,Hampton,2021,206.36061216972467,1.1753899835734771,0.9972731811037953
268,Hampton Park - Lynbrook,2011,86.76543209876543,0.8403392359545822,0.695038615679143
269,Hampton Park - Lynbrook,2016,99.71304347826089,0.8830531972947158,0.7460880297452366
752,Hampton Park - Lynbrook,2021,124.82570405331417,0.9064620744869112,0.7690981965195521
270,Hastings - Somers,2011,82.78904109589041,0.8233569980606039,0.6809927272903228
271,Hastings - Somers,2016,96.8985650667986,0.8722338980406273,0.7369468481171801
753,Hastings - Somers,2021,121.30240121349841,0.8948411076191052,0.7592382532175646
272,Hawthorn,2011,183.0410465674508,1.2515099148727344,1.0351149649150504
273,Hawthorn,2016,212.9688964635705,1.318426572601036,1.1139332114182678
754,Hawthorn,2021,266.6049647588816,1.3740949082536458,1.1658666650590668
274,Hawthorn East,2011,180.50074147305983,1.240660864715182,1.0261417925576115
275,Hawthorn East,2016,208.78648540583765,1.3023487243386611,1.1003491032701214
755,Hawthorn East,2021,261.3692163882514,1.3568257545335403,1.1512144525116528
276,Healesville - Yarra Glen,2011,83.55569155446756,0.8266311832349671,0.6837007826014395
277,Healesville - Yarra Glen,2016,97.05670103092784,0.8728417976470981,0.7374604600049623
756,Healesville - Yarra Glen,2021,121.50036361009184,0.8954940502006755,0.7597922498778229
278,Heidelberg - Rosanna,2011,131.44688922610015,1.031163310809738,0.8528678531476515
279,Heidelberg - Rosanna,2016,152.1583769633508,1.0846613372416276,0.9164259214763416
757,Heidelberg - Rosanna,2021,190.47935826169729,1.123008586380254,0.9528295808182722
280,Heidelberg West,2011,92.33794025858224,0.8641381176962727,0.7147225017964756
281,Heidelberg West,2016,109.7722816399287,0.9217224965495944,0.7787595623109835
758,Heidelberg West,2021,137.4183543422798,0.947996617056516,0.8043386579604008
282,Hillside,2011,91.8110918544194,0.8618880711271382,0.7128615042543955
283,Hillside,2016,104.20815752461324,0.9003331252027341,0.7606877700627277
759,Hillside,2021,130.45290944252898,0.9250223772367662,0.7848458993452334
284,Hoppers Crossing - North,2011,82.91858237547893,0.8239102386311293,0.6814503086382159
285,Hoppers Crossing - North,2016,93.1125718981101,0.8576799427147831,0.724650270869824
760,Hoppers Crossing - North,2021,116.56290830126359,0.8792087613215152,0.7459748087964055
286,Hoppers Crossing - South,2011,82.16869300911854,0.8207076361696286,0.678801458880673
287,Hoppers Crossing - South,2016,95.42305334150828,0.8665617980721867,0.7321545140846026
761,Hoppers Crossing - South,2021,119.45528288751493,0.888748727303511,0.7540691029076776
288,Hughesdale,2011,130.90941176470585,1.028867870017962,0.8509693103663223
289,Hughesdale,2016,163.7433439829606,1.1291957790491882,0.954052888963463
762,Hughesdale,2021,204.98199115919266,1.1708428555475787,0.9934151179123026
290,Hurstbridge,2011,96.4,0.8814862267777066,0.7290709996467679
291,Hurstbridge,2016,117.247311827957,0.950457692459519,0.8030378116468772
763,Hurstbridge,2021,146.77596567869267,0.9788609782103095,0.8305258809763743
292,Ivanhoe,2011,141.84595959595958,1.0755753132434749,0.8896007050369465
293,Ivanhoe,2016,166.86567164179107,1.1411984994014304,0.964193938230508
764,Ivanhoe,2021,208.89067486498712,1.1837349303725022,1.0043535474134555
294,Ivanhoe East - Eaglemont,2011,142.9430894308943,1.0802608987012354,0.8934761195015694
295,Ivanhoe East - Eaglemont,2016,164.26582278481015,1.131204270032138,0.955749854768944
765,Ivanhoe East - Eaglemont,2021,205.6360558835136,1.1730001678299176,0.9952455143870977
296,Keilor,2011,99.08361204013376,0.8929473074530588,0.7385503781000838
297,Keilor,2016,116.46540880503144,0.9474519338229436,0.8004982584852754
766,Keilor,2021,145.7971409238412,0.9756325046550496,0.8277866453715456
298,Keilor Downs,2011,81.62519936204146,0.8183865016529637,0.6768816650019125
299,Keilor Downs,2016,93.87245590230664,0.8606010567678576,0.7271183081694976
767,Keilor Downs,2021,117.51416856284978,0.8823463184618294,0.7486369053209168
300,Keilor East,2011,100.37751937984495,0.8984732837063633,0.7431208738249556
301,Keilor East,2016,114.8701044386423,0.9413193320339144,0.7953168483505223
768,Keilor East,2021,143.8000602635035,0.9690455011412289,0.8221978263072566
302,Kensington (Vic.),2011,147.3784186971656,1.0992031548031844,0.909143125034142
303,Kensington (Vic.),2016,175.87562189054722,1.175834170298296,0.993457474716773
769,Kensington (Vic.),2021,220.16977481073815,1.2209369685529896,1.0359180455615546
304,Kew,2011,169.40715883668904,1.193282762488529,0.9869557005887992
305,Kew,2016,191.1087130295764,1.2343925770449051,1.0429332327440852
770,Kew,2021,239.2393093471318,1.2838343234234273,1.0892840313630956
306,Kew East,2011,150.26612903225805,1.1115358916602949,0.919343444126662
307,Kew East,2016,173.76050420168067,1.167703324049746,0.9865877560222178
771,Kew East,2021,217.52196620457573,1.2122036585074318,1.0285081679784398
308,Keysborough,2011,91.8189448441247,0.8619216094133021,0.7128892435327612
309,Keysborough,2016,111.8804979253112,0.9298268127138264,0.7856068658459554
772,Keysborough,2021,140.05752343129572,0.9567014312426266,0.8117243579030763
310,Kilsyth,2011,94.95728155339806,0.8753247130189965,0.7239748553634688
311,Kilsyth,2016,110.8706896551724,0.9259449503341434,0.782327096219989
773,Kilsyth,2021,138.7933956513988,0.9525319380952184,0.8081867033774995
312,Kinglake,2011,67.0126582278481,0.7559797489978565,0.6252654829666129
313,Kinglake,2016,94.88888888888889,0.8645083856032018,0.7304195942995515
774,Kinglake,2021,118.78658948941394,0.8865431650293185,0.752197768171083
314,Kings Park (Vic.),2011,77.91282051282052,0.8025317980474932,0.6637683522176634
315,Kings Park (Vic.),2016,90.69125993189556,0.8483720373340595,0.7167860597352806
775,Kings Park (Vic.),2021,113.53179060219007,0.8692111766815314,0.7374922428594739
316,Kingsbury,2011,128.39294117647057,1.0181206114732888,0.842080329129179
317,Kingsbury,2016,143.90328820116054,1.0529274730473044,0.8896141095883613
776,Kingsbury,2021,180.14523114233347,1.0889233673906475,0.9239095838424266
318,Knoxfield - Scoresby,2011,97.81266846361186,0.8875194040726536,0.7340609977520729
319,Knoxfield - Scoresby,2016,114.01525940996947,0.9380331728139985,0.7925403858844701
777,Knoxfield - Scoresby,2021,142.72992310954305,0.9655158504198528,0.8192030534639569
320,Koo Wee Rup,2011,71.91048593350384,0.7768972279884853,0.6425661813263999
321,Koo Wee Rup,2016,85.63592233009709,0.8289385216525923,0.7003667619282766
778,Koo Wee Rup,2021,107.2032697451443,0.8483377137561038,0.719781912617416
322,Lalor,2011,92.53576864535768,0.8649829965635604,0.7154212951089992
323,Lalor,2016,106.27652173913044,0.9082842437162644,0.7674056375300609
779,Lalor,2021,133.04218974437916,0.9335626424274919,0.7920919857959035
324,Langwarrin,2011,96.8323886639676,0.8833328578431245,0.7305983350899597
325,Langwarrin,2016,110.093470790378,0.9229571983407768,0.7798027567974861
780,Langwarrin,2021,137.82043475664256,0.9493228054047613,0.8054638777523684
326,Laverton,2011,91.14374034003092,0.8590379685672899,0.7105042046627725
327,Laverton,2016,103.27716390423574,0.8967542387769264,0.7576639835793165
781,Laverton,2021,129.28744572706128,0.9211783093723676,0.7815843556524306
328,Lilydale - Coldstream,2011,97.19906542056074,0.884898848689134,0.7318935550002145
329,Lilydale - Coldstream,2016,119.65981148243358,0.9597317219229768,0.8108734011576654
782,Lilydale - Coldstream,2021,149.79605169145256,0.9888221768605062,0.8389775748008245
330,Lynbrook - Lyndhurst,2011,101.1244131455399,0.9016630926565872,0.745759142160155
331,Lynbrook - Lyndhurst,2016,111.3846153846154,0.9279205619567356,0.7839962823885654
783,Lynbrook - Lyndhurst,2021,139.4367532179826,0.9546539347856347,0.8099871359312204
332,Lysterfield,2011,94.4855072463768,0.8733098750646031,0.7223083971966683
333,Lysterfield,2016,96.0,0.8687796720933362,0.7340283867615057
784,Lysterfield,2021,120.17753316025015,0.8911309370854434,0.7560903162585534
334,Macedon,2011,87.11320754716981,0.8418245037248336,0.6962670701065693
335,Macedon,2016,109.24242424242424,0.9196856410803016,0.7770386314671612
785,Macedon,2021,136.7550527281255,0.9458088385907136,0.8024824121010411
336,Malvern - Glen Iris,2011,173.96471564964716,1.212747023914786,1.0030544530188876
337,Malvern - Glen Iris,2016,201.23773006134965,1.273330117290444,1.0758314010242285
786,Malvern - Glen Iris,2021,251.9193122660554,1.3256569825883715,1.1247689486505812
338,Malvern East,2011,160.30524252817244,1.154410602298409,0.9548048128865152
339,Malvern East,2016,189.20922288642188,1.227090637116966,1.0367638536049302
787,Malvern East,2021,236.86143393393886,1.2759913384037431,1.0826295603115812
340,Maribyrnong,2011,138.84450651769086,1.062756807677518,0.8789986100942806
341,Maribyrnong,2016,166.16188149053147,1.138493018972962,0.9619080888971108
788,Maribyrnong,2021,208.00963565414486,1.18082898446211,1.001887964106916
342,Meadow Heights,2011,80.92127460168697,0.8153802032956949,0.6743951769752277
343,Meadow Heights,2016,95.0625528317836,0.8651759772110005,0.73098363971478
789,Meadow Heights,2021,119.00399057541362,0.8872602225552505,0.7528061638949828
344,Melbourne,2011,263.04357049608353,1.59318202219126,1.3177095390183098
345,Melbourne,2016,278.23004568664345,1.5693007311074767,1.3258957604554986
790,Melbourne,2021,348.3020889758804,1.6435578573342362,1.3944956104940194
346,Melbourne Airport,2011,0.0,0.4697843262865684,0.3885552808194983
347,Melbourne Airport,2016,0.0,0.4997405193457243,0.4222287180486537
791,Melbourne Airport,2021,0.0,0.49474743143625177,0.4197741615011124
348,Melton,2011,75.67681347150258,0.7929823338522425,0.6558700581826301
349,Melton,2016,83.57439024390244,0.8210136669187247,0.6936710846208141
792,Melton,2021,104.62254223837786,0.8398256583880398,0.7125597611159776
350,Melton South,2011,77.62833827893175,0.8013168408239665,0.6627634697242378
351,Melton South,2016,89.90922259777885,0.8453657623840655,0.7142460703425862
793,Melton South,2021,112.55279770996754,0.865982148556055,0.7347525367231521
352,Melton West,2011,78.20668058455114,0.8037868058276794,0.6648063602421445
353,Melton West,2016,83.76846153846154,0.8217597076074405,0.694301411343212
794,Melton West,2021,104.86549025335006,0.8406269777639067,0.7132396497777997
354,Mentone,2011,140.51563636363636,1.069893813212199,0.8849015766995278
355,Mentone,2016,170.87864911276475,1.1566250182127154,0.977227740793026
795,Mentone,2021,213.91431791800042,1.2003044936853748,1.0184121844151859
356,Mernda,2011,99.1945945945946,0.8934212880401221,0.7389424040783984
357,Mernda,2016,103.31449275362318,0.8968977367659993,0.7577852244425711
796,Mernda,2021,129.3341758211768,0.9213324399992638,0.7817151295595921
358,Mickleham - Yuroke,2011,57.0,0.713218022635063,0.589897562698693
359,Mickleham - Yuroke,2016,93.95,0.8608991485190381,0.7273701646692
797,Mickleham - Yuroke,2021,117.61124208755734,0.8826664976418931,0.7489085650371706
360,Mill Park - North,2011,96.7403846153846,0.8829399300251317,0.7302733472814714
361,Mill Park - North,2016,104.25239005736138,0.9005031620403305,0.7608314334904069
798,Mill Park - North,2021,130.50828190785293,0.9252050131367084,0.7850008588799109
362,Mill Park - South,2011,92.47058823529412,0.8647046262451169,0.7151910569950339
363,Mill Park - South,2016,99.6851851851852,0.8829461056189487,0.7459975484269876
799,Mill Park - South,2021,124.79082966852368,0.9063470477382577,0.7690006007486635
364,Mitcham (Vic.),2011,116.92775974025976,0.9691554975027108,0.8015816310146936
365,Mitcham (Vic.),2016,143.30803289057556,1.0506392176776502,0.8876807719983616
800,Mitcham (Vic.),2021,179.40006119622257,1.0864655612785017,0.9218242299137297
366,Monbulk - Silvan,2011,78.10810810810811,0.8033658257873505,0.6644581706397319
367,Monbulk - Silvan,2016,99.22167487684727,0.881164298832711,0.7444921071708963
801,Monbulk - Silvan,2021,124.21058461174871,0.904433216061971,0.7673767882008443
368,Montmorency - Briar Hill,2011,110.0969337289812,0.9399826339055356,0.777452962659771
369,Montmorency - Briar Hill,2016,128.69113149847095,0.9944495415782996,0.8402063447935008
802,Montmorency - Briar Hill,2021,161.10190336549593,1.026112450700054,0.8706169375110077
370,Montrose,2011,84.58333333333334,0.8310200014235889,0.6873307429647945
371,Montrose,2016,103.76190476190476,0.8986176591458465,0.759238379817158
803,Montrose,2021,129.8942682322347,0.923179801877516,0.7832825450410251
372,Moonee Ponds,2011,141.21099178774475,1.0728635139344214,0.8873577950821079
373,Moonee Ponds,2016,171.9663774403471,1.1608064175922004,0.980760588003336
804,Moonee Ponds,2021,215.2759898675564,1.204795718348719,1.022222815754282
374,Moorabbin - Heatherton,2011,127.83508771929824,1.0157381495592497,0.8401098117954724
375,Moorabbin - Heatherton,2016,154.99867549668875,1.0955798931196832,0.9256509646194704
805,Moorabbin - Heatherton,2021,194.03498400310596,1.1347361643983243,0.9627799795796828
376,Moorabbin Airport,2011,0.0,0.4697843262865684,0.3885552808194983
377,Moorabbin Airport,2016,0.0,0.4997405193457243,0.4222287180486537
806,Moorabbin Airport,2021,0.0,0.49474743143625177,0.4197741615011124
378,Mooroolbark,2011,92.65095986038396,0.8654749513576082,0.7158281874262945
379,Mooroolbark,2016,106.69326103795508,0.9098862553595444,0.7687591706062396
807,Mooroolbark,2021,133.5638845454591,0.9352833568463451,0.7935519457804557
380,Mordialloc - Parkdale,2011,128.02363534046145,1.016543392442714,0.8407758224671898
381,Mordialloc - Parkdale,2016,153.9406465288818,1.091512662766955,0.9222145783522746
808,Mordialloc - Parkdale,2021,192.71049117640678,1.1303675682385566,0.9590733938080703
382,Mornington,2011,98.91549975857076,0.892229339135472,0.7379565516021573
383,Mornington,2016,121.67175572519083,0.9674659531596704,0.8174080214530867
809,Mornington,2021,152.31470269093734,0.9971294842783691,0.8460260055436422
384,Mount Dandenong - Olinda,2011,94.84745762711864,0.8748556806624755,0.7235869220315034
385,Mount Dandenong - Olinda,2016,110.42033898305084,0.9242137312666532,0.7808643963202795
810,Mount Dandenong - Olinda,2021,138.22962447605894,0.9506724424891038,0.8066089928947876
386,Mount Eliza,2011,122.1956043956044,0.9916532325244688,0.8201893479180656
387,Mount Eliza,2016,147.77062374245477,1.0677941212926163,0.9021748798027048
811,Mount Eliza,2021,184.98655244708033,1.1048915759258549,0.9374579944508105
388,Mount Evelyn,2011,88.79322033898305,0.8489994462480591,0.7022014141256907
389,Mount Evelyn,2016,93.1725663716814,0.8579105709407862,0.7248451277134087
812,Mount Evelyn,2021,116.63801234123282,0.8794564781939502,0.7461849870324284
390,Mount Martha,2011,109.8005657708628,0.9387169155279216,0.776406095976202
391,Mount Martha,2016,130.9090909090909,1.002975727637922,0.84741008447527
813,Mount Martha,2021,163.8784543094321,1.0352703936851495,0.8783870998067138
392,Mount Waverley - North,2011,122.07902735562313,0.9911553591954864,0.8197775604225471
393,Mount Waverley - North,2016,139.05389221556885,1.0342856294445917,0.87386369227831
814,Mount Waverley - North,2021,174.07451815414979,1.0689002363380438,0.9069207274802351
394,Mount Waverley - South,2011,118.32191780821918,0.9751096212181044,0.8065062444656276
395,Mount Waverley - South,2016,142.61209439528022,1.0479639202540227,0.8854204241621366
815,Mount Waverley - South,2021,178.52885107543247,1.0835920348151542,0.9193861532607568
396,Mulgrave,2011,101.22076707202991,0.9020745977878706,0.7460994951325676
397,Mulgrave,2016,118.92857142857144,0.956920719736181,0.8084983969228343
816,Mulgrave,2021,148.88064933914924,0.9858028904436211,0.836415826434996
398,Murrumbeena,2011,158.72425249169436,1.1476585628515668,0.9492202489992736
399,Murrumbeena,2016,188.2075176194205,1.2232399239603302,1.033510401829941
817,Murrumbeena,2021,235.6074498928779,1.2718553025145634,1.0791202929824335
400,Narre Warren - North East,2011,89.02275960170698,0.8499797548652871,0.7030122204228434
401,Narre Warren - North East,2016,101.16205533596838,0.8886234275893993,0.7507942945076761
818,Narre Warren - North East,2021,126.6396485385146,0.912445036985717,0.7741745100214494
402,Narre Warren - South West,2011,91.15340364333652,0.8590792382803182,0.7105383385494047
403,Narre Warren - South West,2016,103.66928515318146,0.8982616147507313,0.7589375593659472
819,Narre Warren - South West,2021,129.7783224395406,0.9227973759900411,0.7829580713883069
404,Narre Warren North,2011,96.0,0.8797779201366646,0.7276580713528787
405,Narre Warren North,2016,106.04411764705884,0.9073908457034188,0.7666508092080251
820,Narre Warren North,2021,132.75125484353006,0.9326030471280904,0.7912778061022013
406,Narre Warren South (East),2011,96.13868613138686,0.880370216234836,0.7281479552503951
407,Narre Warren South (East),2016,110.57055214723924,0.9247911743796078,0.781352275641428
821,Narre Warren South (East),2021,138.41766872106268,0.9512926718705169,0.8071352336632647
408,Narre Warren South (West),2011,92.65449438202248,0.8654900464745782,0.7158406724903654
409,Narre Warren South (West),2016,99.90159901599016,0.8837780345435645,0.746700441768132
822,Narre Warren South (West),2021,125.06174717193934,0.9072406193312313,0.7697587618675455
410,Newport,2011,127.89270895080024,1.015984236390349,0.840313348466267
411,Newport,2016,151.14978213507624,1.080784139524002,0.9131500930042424
823,Newport,2021,189.21674952815331,1.1188441035280547,0.9492961773354228
412,Niddrie - Essendon West,2011,116.20092378752886,0.9660513507902152,0.7990142133081203
413,Niddrie - Essendon West,2016,138.08435852372585,1.0305585889008626,0.8707147309874497
824,Niddrie - Essendon West,2021,172.86080807705144,1.0648970367170256,0.9035241666141057
414,Noble Park - East,2011,106.587734241908,0.9249956619342644,0.765057344549304
415,Noble Park - East,2016,122.96879718168093,0.9724519852448956,0.821620699541008
825,Noble Park - East,2021,153.9384031351827,1.0024849617731177,0.8505699221603894
416,Noble Park - West,2011,99.35403726708074,0.8941022304808061,0.7395056067364207
417,Noble Park - West,2016,114.81841046277664,0.9411206122312517,0.7951489508031331
826,Noble Park - West,2021,143.73534719580786,0.9688320569810772,0.8220167271490559
418,Noble Park North,2011,84.97916666666667,0.8327105132037869,0.6887289532556223
419,Noble Park North,2016,101.86865671641792,0.8913397148266012,0.7530892744695116
827,Noble Park North,2021,127.52420698466099,0.915362590446958,0.7766499418883148
420,North Melbourne,2011,172.33189538959286,1.2057736296800892,0.9972868081582228
421,North Melbourne,2016,210.6841203351104,1.30964353253161,1.106512456835592
828,North Melbourne,2021,263.74476935323815,1.36466107938466,1.1578624242048448
422,Northcote,2011,157.9605060166615,1.144396779913139,0.9465224514894436
423,Northcote,2016,190.6760283687944,1.2327292689134273,1.0415279105160753
829,Northcote,2021,238.69765335578742,1.2820477706871627,1.0877682100991717
424,Nunawading,2011,108.66599799398192,0.9338714413580266,0.7723984386929774
425,Nunawading,2016,127.3095652173913,0.989138582725859,0.8357191374107354
830,Nunawading,2021,159.37239057843829,1.0204079706398348,0.8657769056443906
426,Oakleigh - Huntingdale,2011,124.18936381709742,1.0001681136754106,0.8272319456626541
427,Oakleigh - Huntingdale,2016,145.80160857908845,1.0602249162130757,0.8957796894315777
831,Oakleigh - Huntingdale,2021,182.52164218574185,1.0967615224557343,0.9305599568632847
428,Ormond - Glen Huntly,2011,160.01271617497454,1.1531612905187896,0.9537715159836614
429,Ormond - Glen Huntly,2016,184.30553116769096,1.2082400721459663,1.0208370884656566
832,Ormond - Glen Huntly,2021,230.72275087002814,1.2557440205486028,1.0654504900724198
430,Pakenham - North,2011,91.50989010989012,0.8606017087759561,0.7117975630868602
431,Pakenham - North,2016,98.07401887729756,0.8767525280231325,0.7407646200828139
833,Pakenham - North,2021,122.77389224776489,0.8996945503496706,0.7633562126513352
432,Pakenham - South,2011,89.06360235168358,0.8501541847178458,0.7031564901154489
433,Pakenham - South,2016,97.56101304681503,0.8747804526373424,0.7390984216662284
834,Pakenham - South,2021,122.13168625605432,0.8975763519173254,0.76155900277346
434,Panton Hill - St Andrews,2011,71.875,0.7767456758488148,0.6424408336276933
435,Panton Hill - St Andrews,2016,85.0,0.8264939358410056,0.6983013413881581
835,Panton Hill - St Andrews,2021,106.40719081897151,0.8457119937298069,0.7175540901925966
436,Parkville,2011,181.44471744471747,1.244692365768599,1.0294762184553778
437,Parkville,2016,206.2061591103508,1.2924295427772148,1.091968427394039
836,Parkville,2021,258.1390367117918,1.3461716005468338,1.142174812743761
438,Pascoe Vale,2011,122.14669926650365,0.9914443701324092,0.8200165993165087
439,Pascoe Vale,2016,141.9888101454681,1.0455679172178605,0.8833960510099975
837,Pascoe Vale,2021,177.74859312126517,1.081018497357274,0.9172026057376557
440,Pascoe Vale South,2011,116.7504105090312,0.9683980803289824,0.8009551766479378
441,Pascoe Vale South,2016,138.10909090909092,1.0306536640939932,0.870795059628734
838,Pascoe Vale South,2021,172.89176929645086,1.064999156608839,0.9036108114135221
442,Pearcedale - Tooradin,2011,87.1863799283154,0.8421370058864633,0.696525538425699
443,Pearcedale - Tooradin,2016,97.21428571428572,0.8734475780432688,0.7379722813806415
839,Pearcedale - Tooradin,2021,121.6976358862355,0.8961447165467801,0.7603443152398605
444,Plenty - Yarrambat,2011,105.7605633802817,0.9214630082437826,0.762135511763623
445,Plenty - Yarrambat,2016,120.73743016759776,0.9638742582412893,0.8143734131267589
840,Plenty - Yarrambat,2021,151.14506789218615,0.993271658862365,0.8427527890975868
446,Point Cook - East,2011,115.88862559241706,0.9647175980884776,0.7979110759181103
447,Point Cook - East,2016,109.32372322899504,0.9199981672170028,0.7773026835200723
841,Point Cook - East,2021,136.85682680786005,0.9461445216876166,0.8027672262942619
448,Point Cook - North,2011,100.13998660415272,0.8974588366609129,0.7422818318762018
449,Point Cook - North,2016,106.57636566332218,0.9094368910885586,0.7683795045741082
842,Point Cook - North,2021,133.41754915211297,0.9348006964464369,0.7931424270001903
450,Point Cook - South,2011,96.92814371257484,0.8837418053067471,0.7309365726336094
451,Point Cook - South,2016,104.42787682333874,0.9011777608677756,0.7614013992768156
843,Point Cook - South,2021,130.72796489365948,0.925929597089762,0.7856156404876642
452,Point Nepean,2011,87.64150943396227,0.8440807577790401,0.6981332018154794
453,Point Nepean,2016,104.82223962411902,0.9026937537206412,0.7626822554292736
844,Point Nepean,2021,131.22164769124223,0.9275579190634173,0.7869972090370163
454,Port Melbourne,2011,217.3899692937564,1.398206146887706,1.1564463768765678
455,Port Melbourne,2016,237.70110584518167,1.413501089223602,1.1942612811237183
845,Port Melbourne,2021,297.5659638535152,1.476214073432113,1.2525108479536435
456,Port Melbourne Industrial,2011,0.0,0.4697843262865684,0.3885552808194983
457,Port Melbourne Industrial,2016,0.0,0.4997405193457243,0.4222287180486537
846,Port Melbourne Industrial,2021,0.0,0.49474743143625177,0.4197741615011124
458,Prahran - Windsor,2011,197.529030765672,1.3133847139255692,1.0862911719027624
459,Prahran - Windsor,2016,229.60548648115247,1.3823802505666387,1.1679674120015349
847,Prahran - Windsor,2021,287.4314683892092,1.4427873027663283,1.2241495190485379
460,Preston - East,2011,122.46048252911814,0.9927844652108396,0.8211249824412509
461,Preston - East,2016,148.17014925373132,1.069329960419518,0.9034725039908128
848,Preston - East,2021,185.48669818020326,1.106541214704564,0.938857649489144
462,Preston - West,2011,123.71666666666668,0.9981493344722046,0.8255622277169434
463,Preston - West,2016,149.2173010380623,1.0733553771620976,0.9068735621100468
849,Preston - West,2021,186.79757441234128,1.1108648990297716,0.942526129296994
464,Research - North Warrandyte,2011,109.6938775510204,0.9382612750417272,0.7760292389651021
465,Research - North Warrandyte,2016,121.5609756097561,0.9670400969102816,0.8170482172521228
850,Research - North Warrandyte,2021,152.17602268056072,0.9966720737521999,0.8456379103098234
466,Reservoir - East,2011,106.09331651954602,0.9228841192378648,0.7633109025769905
467,Reservoir - East,2016,125.3659281894576,0.9816669352046344,0.8294063730210712
851,Reservoir - East,2021,156.93924991827177,1.0123827033602315,0.8589677751081529
468,Reservoir - West,2011,111.32033898305085,0.945207512206068,0.78177442240569
469,Reservoir - West,2016,131.21990915972748,1.0041705620532704,0.8484195951792117
852,Reservoir - West,2021,164.26755192008508,1.0365537606414734,0.8794759872950736
470,Richmond (Vic.),2011,178.54958819492106,1.2323279444583433,1.0192496933766195
471,Richmond (Vic.),2016,214.18326920336327,1.3230948130907538,1.117877388688698
853,Richmond (Vic.),2021,268.12517642768734,1.3791090470428529,1.1701209689162477
472,Riddells Creek,2011,83.15384615384615,0.8249149953185827,0.6822813357606715
473,Riddells Creek,2016,108.97345132743364,0.9186516667400912,0.7761650307818819
854,Riddells Creek,2021,136.4183391717663,0.9446982508097904,0.8015401210957962
474,Ringwood,2011,113.88636363636364,0.9561664045968978,0.7908384444943963
475,Ringwood,2016,127.70085836909873,0.990642775363172,0.8369900236094019
855,Ringwood,2021,159.8622306379664,1.0220236180482754,0.8671477203127776
476,Ringwood East,2011,105.99932523616734,0.922482704403875,0.7629788952178288
477,Ringwood East,2016,118.10692951015533,0.953762198512908,0.8058297752773892
856,Ringwood East,2021,147.85207747564604,0.9824103351935157,0.8335373738246914
